recording_id,surrogate,mean_abs_NetTE,extreme_pair_fraction
subject_14,22,0.015516836196184158,0.05753018910913648
subject_14,23,0.015451875515282154,0.06231487810435179
subject_14,24,0.015190990641713142,0.052745500113921165
subject_14,25,0.015470738522708416,0.05855547960811119
subject_14,26,0.015699444338679314,0.06140350877192982
subject_14,27,0.015449833124876022,0.05798587377534746
subject_14,28,0.015437887981534004,0.061175666438824335
subject_14,29,0.015248334966599941,0.05570745044429255
subject_14,30,0.01548671443015337,0.05855547960811119
subject_14,31,0.01535766664892435,0.054796081111870586
subject_14,32,0.015564559027552605,0.060833902939166094
subject_14,33,0.015200931578874588,0.056049213943950786
subject_14,34,0.015372106805443764,0.05696058327637275
subject_14,35,0.015334922820329666,0.058213716108452954
subject_14,36,0.01575283147394657,0.06288448393711552
subject_14,37,0.015490012243390083,0.05889724310776942
subject_14,38,0.015460282564163208,0.05707450444292549
subject_14,39,0.015480304136872292,0.054340396445659606
subject_14,40,0.015307899564504623,0.05661881977671451
subject_14,41,0.015288323163986206,0.055593529277739806
subject_14,42,0.015621191821992397,0.062087035771246295
subject_14,43,0.015424391254782677,0.05787195260879471
subject_14,44,0.015393969602882862,0.059580770107085894
subject_14,45,0.015521442517638206,0.05832763727500569
subject_14,46,0.015330974943935871,0.05923900660742766
subject_14,47,0.015536358579993248,0.06049213943950786
subject_14,48,0.01546433288604021,0.06174527227158806
subject_14,49,0.015543115325272083,0.060719981772613354
subject_14,50,0.015322526916861534,0.05468215994531784
subject_14,51,0.015563389286398888,0.05935292777398041
subject_14,52,0.015485869720578194,0.061175666438824335
subject_14,53,0.015522459521889687,0.06049213943950786
subject_14,54,0.015362250618636608,0.05491000227842333
subject_14,55,0.01566518284380436,0.05547960811118706
subject_14,56,0.015548230148851871,0.0633401686033265
subject_14,57,0.015367847867310047,0.05923900660742766
subject_14,58,0.0155195202678442,0.06140350877192982
subject_14,59,0.015503260307013988,0.05764411027568922
subject_14,60,0.015379260294139385,0.05342902711323764
subject_14,61,0.015390416607260704,0.060833902939166094
subject_14,62,0.015412143431603909,0.05889724310776942
subject_14,63,0.015401179902255535,0.06140350877192982
subject_14,64,0.015372012741863728,0.05707450444292549
subject_14,65,0.015101312659680843,0.054796081111870586
subject_14,66,0.015611919574439526,0.06003645477329688
subject_14,67,0.015575715340673923,0.05923900660742766
subject_14,68,0.015477162785828114,0.05661881977671451
subject_14,69,0.015267463400959969,0.05661881977671451
subject_14,70,0.015451602637767792,0.05639097744360902
subject_14,71,0.015452491119503975,0.058213716108452954
subject_14,72,0.015541907399892807,0.060719981772613354
subject_14,73,0.015454085543751717,0.05923900660742766
subject_14,74,0.015515263192355633,0.05844155844155844
subject_14,75,0.01540341041982174,0.059922533606744134
subject_14,76,0.01531846821308136,0.05513784461152882
subject_14,77,0.015461976639926434,0.06265664160401002
subject_14,78,0.015553807839751244,0.05787195260879471
subject_14,79,0.015379284508526325,0.059580770107085894
subject_14,80,0.015461747534573078,0.05889724310776942
subject_14,81,0.015604423359036446,0.062428799270904535
subject_14,82,0.015282238833606243,0.05616313511050353
subject_14,83,0.015395116992294788,0.05445431761221235
subject_14,84,0.015404860489070415,0.056846662109820006
subject_14,85,0.015548589639365673,0.05775803144224197
subject_14,86,0.015481770969927311,0.05764411027568922
subject_14,87,0.01531954761594534,0.059466848940533154
subject_14,88,0.015310682356357574,0.05889724310776942
subject_14,89,0.015342018567025661,0.05980861244019139
