epsilon,run,layer,fc_state_mean,fc_state_std,fc_state_width_p95_p05,fcv_from_fc_state
0.05,16,Layer 3,0.81995032745624,0.12268305186039935,0.3473852007126317,0.12231954572254955
0.05,16,Layer 4,0.7916241145540882,0.15871079667651924,0.4602728787375547,0.15824054143050048
0.05,17,Layer 1,0.37156907417056995,0.3724974941093826,1.051923980436677,0.37139379540455675
0.05,17,Layer 2,0.38392399799181226,0.37102192832851233,1.0037048779953925,0.3699226016800545
0.05,17,Layer 3,0.3421530520430854,0.3628414355568491,1.036844909015748,0.36176634745876995
0.05,17,Layer 4,0.4167511917336686,0.3738301884227099,1.0454265052035683,0.37272254098531304
0.05,18,Layer 1,0.09596729719689279,0.4045160156321999,1.1884709607383552,0.40331744702544453
0.05,18,Layer 2,0.44798790284391854,0.25368152826831264,0.7986530496914767,0.25292987764350117
0.05,18,Layer 3,0.4504405134592853,0.25592119143006226,0.815420044895348,0.2551629047516666
0.05,18,Layer 4,0.12447140150861953,0.3861676048978894,1.1710588703426883,0.3850234020720674
0.05,19,Layer 1,0.613272127363861,0.39839649809329414,1.1383763161665286,0.39721606143021243
0.05,19,Layer 2,0.7972123878203513,0.22012327767113796,0.590743218069778,0.21947105911850423
0.05,19,Layer 3,0.7987527229044864,0.22462096391069214,0.6195235872010044,0.22395541885101938
0.05,19,Layer 4,0.7146829328251395,0.30795371431149954,0.8210076742290495,0.30704125685606176
0.05,20,Layer 1,0.8398409484023277,0.15484639964688024,0.3982381545135567,0.15438759449130235
0.05,20,Layer 2,0.9236747426369741,0.0841079861870702,0.22447360376971204,0.08385877679133417
0.05,20,Layer 3,0.9356803433412055,0.0638133357223715,0.16967452512801717,0.06362425875648264
0.05,20,Layer 4,0.931340448854965,0.06781841882295335,0.18107992112056925,0.06761747491808977
0.05,21,Layer 1,0.7893150937854535,0.20558088479464637,0.6332279965097105,0.2049717549082096
0.05,21,Layer 2,0.760658830716543,0.2576972918245684,0.7156377397051338,0.256933742614918
0.05,21,Layer 3,0.846901421141147,0.16549500115234123,0.49825416397282124,0.1650046445155436
0.05,21,Layer 4,0.7276729053116845,0.31570715069102007,0.9140268805953075,0.31477172004025783
