recording_id,node,FCV_raw,EdgeStdFCV,NetTE_raw,NetTE,n_nodes
2023-01-16-22,AWCL,0.33026721255033925,0.01803066036444862,-0.0014685206708735274,-0.18040788911052835,73
2023-01-16-22,FLPL,0.30833207205624136,-0.8003468902911538,-0.0036293946764105714,-0.4458714441729577,73
2023-01-16-22,RMER,0.33993755159074546,0.37882107244438507,-0.006737469742272208,-0.8276987299241536,73
2023-01-16-22,AVDR,0.2803952788389528,-1.8426399365786104,0.00019563267583142283,0.024033490837277315,73
2023-01-16-22,AIYR,0.30694085213252,-0.8522518759877225,-0.0004975753260469581,-0.06112717105454046,73
2023-01-16-22,IL2L,0.3015012038686759,-1.0551995627732498,-0.0024231568386797186,-0.29768502338473257,73
2023-01-16-22,CEPDR,0.3057729113896873,-0.8958265448934202,-0.0029698944391994336,-0.3648517840326743,73
2023-01-16-22,IL1L,0.3177167285122923,-0.450215001857898,-0.0076874960935111964,-0.9444095478416523,73
2023-01-16-22,RICL,0.33098163749764176,0.04468512098474872,-0.010507380745350903,-1.290832616759687,73
2023-01-16-22,AIZL,0.3053851230457344,-0.9102945295038847,0.0008334619218060681,0.1023908678640497,73
2023-01-16-22,RIVL,0.3672316773378865,1.3971368558441537,0.0017769204958357518,0.2182948337937081,73
2023-01-16-22,BAGL,0.3696919561857876,1.4889273314062712,0.011156908461773609,1.3706271518743338,73
2023-01-16-22,SAADR,0.35555913681807866,0.9616463640873807,-0.003221923853213059,-0.3958136189443447,73
2023-01-16-22,RMDVR,0.3066383588081004,-0.8635375910710045,-0.008524279535397774,-1.0472084647296265,73
2023-01-16-22,AINR,0.3283107015671793,-0.05496475385047575,-0.006277134764720027,-0.7711465388443157,73
2023-01-16-22,IL2VL,0.29592493238498835,-1.2632445214932,-0.003559707210173408,-0.43731033302848227,73
2023-01-16-22,ASIR,0.3021266255218993,-1.0318657235927053,-0.0019359510304883625,-0.23783174847924005,73
2023-01-16-22,OLLR,0.3352062554386895,0.20230127502673534,-0.005799492428827497,-0.712468137322779,73
2023-01-16-22,RIBL,0.3706167036991667,1.5234287108333915,0.03196944944944193,3.9274495794252777,73
2023-01-16-22,URYVR,0.3131868902857038,-0.619218611100297,-0.008463715939072648,-1.0397682217785629,73
2023-01-16-22,AUAL,0.32662160709043364,-0.11798313301594993,0.003835530182703754,0.4711952086242691,73
2023-01-16-22,IL1DL,0.35340898157024153,0.881426281351749,0.013223497971239166,1.62450784858858,73
2023-01-16-22,SAADL,0.35992678313583454,1.1245987598842884,0.006888061332258783,0.8461989195409029,73
2023-01-16-22,OLQVL,0.35007490691158377,0.7570353820279258,-0.0002980224293725588,-0.03661208075383319,73
2023-01-16-22,URAVL,0.28875612658237193,-1.5307052991184664,-0.007489523313155315,-0.9200885749648443,73
2023-01-16-22,RIML,0.3762744415511915,1.734513096038828,0.0029438871516264675,0.3616567865460279,73
2023-01-16-22,OLLL,0.3358460107153591,0.2261698869684157,-0.0018650074183394606,-0.22911631970284682,73
2023-01-16-22,RIS,0.3475381031208727,0.6623898394887935,0.00019338822163119908,0.023757759448200733,73
2023-01-16-22,OLQDL,0.35860788066321847,1.075391863972973,0.0019731057078799085,0.24239620375163626,73
2023-01-16-22,CEPVL,0.30316563264591323,-0.993101435509251,-0.0021404451734644927,-0.26295387130768166,73
2023-01-16-22,AVJR,0.31270584367812154,-0.6371659656919064,-0.002232158796280384,-0.2742208976581191,73
2023-01-16-22,RMDDR,0.2908863111812019,-1.4512303007748806,0.0014995027341533104,0.184214038215171,73
2023-01-16-22,OLQVR,0.3081911313890575,-0.805605241749113,-0.0062335818225364836,-0.7657960561989389,73
2023-01-16-22,AIBL,0.37093387639001496,1.53526209799319,0.015366452222499272,1.8877699603165012,73
2023-01-16-22,RIH,0.34337449427732003,0.5070498721796503,-0.004647211462573211,-0.5709103227769877,73
2023-01-16-22,ASIL,0.34716707919778905,0.6485473181933626,4.104227735675215e-05,0.005042047258222187,73
2023-01-16-22,IL1VL,0.31828978533427654,-0.42883484071928496,-0.008157242324196025,-1.0021179121679558,73
